Date,Price,Open,High,Low,Vol.,Change %,Index
10/18/2020,"15,941.14","15,984.49","16,256.30","15,858.29",,-0.27%,FTSE China A50
10/11/2020,"15,984.49","15,454.99","16,086.62","15,454.99",,3.43%,FTSE China A50
10/4/2020,"15,454.99","15,209.27","15,510.35","15,209.27",,1.62%,FTSE China A50
9/27/2020,"15,209.27","15,126.81","15,366.01","15,126.81",,0.55%,FTSE China A50
9/20/2020,"15,126.81","15,678.89","15,722.31","15,085.16",,-3.52%,FTSE China A50
9/13/2020,"15,678.89","15,354.58","15,678.89","15,242.64",,2.11%,FTSE China A50
9/6/2020,"15,354.58","15,532.78","15,629.17","15,099.30",,-1.15%,FTSE China A50
8/30/2020,"15,532.78","15,818.02","16,006.39","15,406.47",,-1.80%,FTSE China A50
8/23/2020,"15,818.02","15,383.66","15,831.48","15,297.09",,2.82%,FTSE China A50
8/16/2020,"15,383.66","15,399.73","15,852.49","15,229.39",,-0.10%,FTSE China A50
8/9/2020,"15,399.73","15,199.34","15,567.61","15,023.53",,1.32%,FTSE China A50
8/2/2020,"15,199.34","15,281.36","15,561.41","15,004.00",,-0.54%,FTSE China A50
7/26/2020,"15,281.36","14,868.79","15,464.69","14,763.50",,2.77%,FTSE China A50
7/19/2020,"14,868.79","15,124.51","15,821.44","14,764.42",,-1.69%,FTSE China A50
7/12/2020,"15,124.51","15,824.70","16,165.21","14,951.46",,-4.42%,FTSE China A50
7/5/2020,"15,824.70","14,940.91","16,355.54","14,940.91",,5.92%,FTSE China A50
6/28/2020,"14,940.91","13,938.63","14,940.91","13,785.72",,7.19%,FTSE China A50
6/21/2020,"13,938.63","13,912.55","13,957.54","13,754.79",,0.19%,FTSE China A50
6/14/2020,"13,912.55","13,713.03","13,943.76","13,472.26",,1.45%,FTSE China A50
6/7/2020,"13,713.03","13,768.23","13,967.92","13,469.78",,-0.40%,FTSE China A50
5/31/2020,"13,768.23","13,266.12","13,870.06","13,266.12",,3.78%,FTSE China A50
5/24/2020,"13,266.12","13,113.34","13,384.77","13,016.76",,1.17%,FTSE China A50
5/17/2020,"13,113.34","13,328.00","13,554.69","13,109.25",,-1.61%,FTSE China A50
5/10/2020,"13,328.00","13,526.28","13,667.24","13,306.63",,-1.47%,FTSE China A50
5/3/2020,"13,526.28","13,447.92","13,575.33","13,254.91",,0.58%,FTSE China A50
4/26/2020,"13,447.92","13,007.05","13,567.76","13,007.05",,3.39%,FTSE China A50
4/19/2020,"13,007.05","13,116.19","13,196.18","12,914.00",,-0.83%,FTSE China A50
4/12/2020,"13,116.19","12,866.16","13,191.03","12,794.17",,1.94%,FTSE China A50
4/5/2020,"12,866.16","12,698.12","13,023.67","12,698.12",,1.32%,FTSE China A50
3/29/2020,"12,698.12","12,666.99","12,775.83","12,469.90",,0.25%,FTSE China A50
3/22/2020,"12,666.99","12,309.49","12,814.02","11,909.12",,2.90%,FTSE China A50
3/15/2020,"12,309.49","13,192.21","13,192.21","11,752.85",,-6.69%,FTSE China A50
3/8/2020,"13,192.21","13,940.55","13,940.55","12,811.03",,-5.37%,FTSE China A50
3/1/2020,"13,940.55","13,318.95","14,214.97","13,318.95",,4.67%,FTSE China A50
2/23/2020,"13,318.95","13,945.34","13,945.34","13,291.45",,-4.49%,FTSE China A50
2/16/2020,"13,945.34","13,646.93","14,035.78","13,632.23",,2.19%,FTSE China A50
2/9/2020,"13,646.93","13,426.71","13,696.95","13,260.81",,1.64%,FTSE China A50
2/2/2020,"13,426.71","13,791.36","13,791.36","12,622.61",,-2.64%,FTSE China A50
1/19/2020,"13,791.36","14,393.72","14,489.14","13,691.30",,-4.18%,FTSE China A50
1/12/2020,"14,393.72","14,469.96","14,686.75","14,346.96",,-0.53%,FTSE China A50
1/5/2020,"14,469.96","14,460.45","14,525.73","14,263.15",,0.07%,FTSE China A50
12/29/2019,"14,460.45","14,173.74","14,610.87","14,118.72",,2.02%,FTSE China A50
12/22/2019,"14,173.74","14,189.57","14,301.66","13,983.00",,-0.11%,FTSE China A50
12/15/2019,"14,189.57","14,093.58","14,328.37","13,974.09",,0.68%,FTSE China A50
12/8/2019,"14,093.58","13,830.16","14,093.58","13,747.56",,1.90%,FTSE China A50
12/1/2019,"13,830.16","13,588.23","13,830.16","13,523.58",,1.78%,FTSE China A50
11/24/2019,"13,588.23","13,704.50","13,924.34","13,512.41",,-0.85%,FTSE China A50
11/17/2019,"13,704.50","13,906.17","14,111.63","13,655.68",,-1.45%,FTSE China A50
11/10/2019,"13,906.17","14,219.66","14,219.66","13,893.01",,-2.20%,FTSE China A50
11/3/2019,"14,219.66","14,164.56","14,465.02","14,164.56",,0.39%,FTSE China A50
10/27/2019,"14,164.56","13,921.79","14,189.72","13,854.24",,1.74%,FTSE China A50
10/20/2019,"13,921.79","13,882.51","14,038.96","13,773.34",,0.28%,FTSE China A50
10/13/2019,"13,882.51","13,963.07","14,237.21","13,866.39",,-0.58%,FTSE China A50
10/6/2019,"13,963.07","13,564.30","13,989.14","13,564.30",,2.94%,FTSE China A50
9/29/2019,"13,564.30","13,705.82","13,721.77","13,561.34",,-1.03%,FTSE China A50
9/22/2019,"13,705.82","13,850.17","13,850.17","13,625.68",,-1.04%,FTSE China A50
9/15/2019,"13,850.17","13,979.67","13,997.06","13,653.93",,-0.93%,FTSE China A50
9/8/2019,"13,979.67","13,952.54","14,070.46","13,732.23",,0.19%,FTSE China A50
9/1/2019,"13,952.54","13,494.06","13,999.20","13,481.32",,3.40%,FTSE China A50
8/25/2019,"13,494.06","13,657.52","13,657.52","13,332.20",,-1.20%,FTSE China A50
8/18/2019,"13,657.52","13,231.08","13,689.26","13,226.00",,3.22%,FTSE China A50
8/11/2019,"13,231.08","12,987.74","13,340.62","12,920.04",,1.87%,FTSE China A50
8/4/2019,"12,987.74","13,305.25","13,305.25","12,720.30",,-2.39%,FTSE China A50
7/28/2019,"13,305.25","13,746.34","13,864.77","13,207.03",,-3.21%,FTSE China A50
7/21/2019,"13,746.34","13,544.76","13,768.72","13,444.90",,1.49%,FTSE China A50
7/14/2019,"13,544.76","13,606.90","13,664.10","13,346.57",,-0.46%,FTSE China A50
7/7/2019,"13,606.90","13,864.53","13,864.53","13,446.21",,-1.86%,FTSE China A50
6/30/2019,"13,864.53","13,589.98","13,999.77","13,589.98",,2.02%,FTSE China A50
6/23/2019,"13,589.98","13,608.10","13,703.89","13,304.86",,-0.13%,FTSE China A50
6/16/2019,"13,608.10","12,975.72","13,731.30","12,950.13",,4.87%,FTSE China A50
6/9/2019,"12,975.72","12,622.15","13,168.45","12,622.15",,2.80%,FTSE China A50
6/2/2019,"12,622.15","12,722.47","12,882.11","12,588.39",,-0.79%,FTSE China A50
5/26/2019,"12,722.47","12,635.06","12,977.11","12,456.42",,0.69%,FTSE China A50
5/19/2019,"12,635.06","12,817.62","12,956.40","12,513.21",,-1.42%,FTSE China A50
5/12/2019,"12,817.62","13,006.13","13,102.48","12,677.77",,-1.45%,FTSE China A50
5/5/2019,"13,006.13","13,662.98","13,662.98","12,473.25",,-4.81%,FTSE China A50
4/28/2019,"13,662.98","13,413.76","13,791.49","13,408.41",,1.86%,FTSE China A50
4/21/2019,"13,413.76","14,169.02","14,179.36","13,409.80",,-5.33%,FTSE China A50
4/14/2019,"14,169.02","13,520.09","14,169.02","13,481.04",,4.80%,FTSE China A50
4/7/2019,"13,520.09","13,610.36","13,915.17","13,426.55",,-0.66%,FTSE China A50
3/31/2019,"13,610.36","13,094.88","13,646.12","13,094.69",,3.94%,FTSE China A50
3/24/2019,"13,094.88","12,835.38","13,118.09","12,379.34",,2.02%,FTSE China A50
3/17/2019,"12,835.38","12,651.86","13,064.60","12,623.04",,1.45%,FTSE China A50
3/10/2019,"12,651.86","12,298.11","12,776.31","12,225.49",,2.88%,FTSE China A50
3/3/2019,"12,298.11","12,879.60","13,305.95","12,287.90",,-4.51%,FTSE China A50
2/24/2019,"12,879.60","12,009.64","12,879.60","12,009.64",,7.24%,FTSE China A50
2/17/2019,"12,009.64","11,562.03","12,009.64","11,562.03",,3.87%,FTSE China A50
2/10/2019,"11,562.03","11,496.77","11,885.36","11,426.31",,0.57%,FTSE China A50
2/3/2019,"11,496.77","11,496.77","11,496.77","11,496.77",,0.00%,FTSE China A50
1/27/2019,"11,496.77","11,168.29","11,522.23","11,106.98",,2.94%,FTSE China A50
1/20/2019,"11,168.29","11,029.99","11,223.49","10,899.99",,1.25%,FTSE China A50
1/13/2019,"11,029.99","10,700.29","11,046.40","10,588.22",,3.08%,FTSE China A50
1/6/2019,"10,700.29","10,485.65","10,725.38","10,411.42",,2.05%,FTSE China A50
12/30/2018,"10,485.65","10,387.55","10,491.83","10,192.29",,0.94%,FTSE China A50
12/23/2018,"10,387.55","10,446.10","10,472.01","10,217.61",,-0.56%,FTSE China A50
12/16/2018,"10,446.10","11,006.93","11,035.40","10,361.58",,-5.10%,FTSE China A50
12/9/2018,"11,006.93","10,991.05","11,206.23","10,829.89",,0.14%,FTSE China A50
12/2/2018,"10,991.05","11,001.01","11,329.86","10,974.94",,-0.09%,FTSE China A50
11/25/2018,"11,001.01","10,878.46","11,084.14","10,818.71",,1.13%,FTSE China A50
11/18/2018,"10,878.46","11,157.50","11,311.45","10,867.09",,-2.50%,FTSE China A50
11/11/2018,"11,157.50","11,020.70","11,251.58","10,923.22",,1.24%,FTSE China A50
11/4/2018,"11,020.70","11,542.51","11,542.51","11,014.91",,-4.52%,FTSE China A50
10/28/2018,"11,542.51","11,276.26","11,558.70","10,759.82",,2.36%,FTSE China A50
10/21/2018,"11,276.26","11,185.56","11,716.60","11,027.36",,0.81%,FTSE China A50
10/14/2018,"11,185.56","11,121.25","11,207.73","10,738.52",,0.58%,FTSE China A50
10/7/2018,"11,121.25","11,873.28","11,873.28","10,771.59",,-6.33%,FTSE China A50
9/30/2018,"11,873.28","11,873.28","11,873.28","11,873.28",,0.00%,FTSE China A50
9/23/2018,"11,873.28","11,755.58","11,943.13","11,557.08",,1.00%,FTSE China A50
9/16/2018,"11,755.58","11,056.57","11,755.58","10,924.19",,6.32%,FTSE China A50
9/9/2018,"11,056.57","11,089.41","11,101.18","10,805.06",,-0.30%,FTSE China A50
9/2/2018,"11,089.41","11,304.44","11,463.52","10,978.72",,-1.90%,FTSE China A50
8/26/2018,"11,304.44","11,282.06","11,593.91","11,212.89",,0.20%,FTSE China A50
8/19/2018,"11,282.06","10,854.31","11,395.38","10,842.02",,3.94%,FTSE China A50
8/12/2018,"10,854.31","11,460.92","11,460.92","10,805.02",,-5.29%,FTSE China A50
8/5/2018,"11,460.92","11,055.51","11,545.74","10,961.24",,3.67%,FTSE China A50
7/29/2018,"11,055.51","11,676.03","11,837.06","11,053.69",,-5.31%,FTSE China A50
7/22/2018,"11,676.03","11,553.20","11,917.75","11,464.06",,1.06%,FTSE China A50
7/15/2018,"11,553.20","11,514.19","11,611.76","11,154.46",,0.34%,FTSE China A50
7/8/2018,"11,514.19","11,146.71","11,584.55","11,146.71",,3.30%,FTSE China A50
7/1/2018,"11,146.71","11,585.03","11,585.03","10,835.15",,-3.78%,FTSE China A50
6/24/2018,"11,585.03","12,102.48","12,161.88","11,279.69",,-4.28%,FTSE China A50
6/17/2018,"12,102.48","12,482.79","12,482.79","11,962.01",,-3.05%,FTSE China A50
6/10/2018,"12,482.79","12,371.03","12,612.90","12,296.26",,0.90%,FTSE China A50
6/3/2018,"12,371.03","12,274.66","12,655.75","12,274.66",,0.79%,FTSE China A50
5/27/2018,"12,274.66","12,258.96","12,389.77","12,037.00",,0.13%,FTSE China A50
5/20/2018,"12,258.96","12,659.68","12,767.55","12,211.69",,-3.17%,FTSE China A50
5/13/2018,"12,659.68","12,573.73","12,788.54","12,412.95",,0.68%,FTSE China A50
5/6/2018,"12,573.73","12,153.37","12,662.02","12,125.66",,3.46%,FTSE China A50
4/29/2018,"12,153.37","12,192.25","12,282.51","12,059.69",,-0.32%,FTSE China A50
4/22/2018,"12,192.25","12,247.25","12,686.61","12,023.71",,-0.45%,FTSE China A50
4/15/2018,"12,247.25","12,596.33","12,599.05","12,045.50",,-2.77%,FTSE China A50
4/8/2018,"12,596.33","12,520.16","12,983.04","12,434.08",,0.61%,FTSE China A50
4/1/2018,"12,520.16","12,637.81","12,787.57","12,414.38",,-0.93%,FTSE China A50
3/25/2018,"12,637.81","12,959.44","12,959.44","12,277.43",,-2.48%,FTSE China A50
3/18/2018,"12,959.44","13,370.32","13,606.79","12,736.73",,-3.07%,FTSE China A50
3/11/2018,"13,370.32","13,575.69","13,683.38","13,341.31",,-1.51%,FTSE China A50
3/4/2018,"13,575.69","13,299.80","13,612.78","13,170.21",,2.07%,FTSE China A50
2/25/2018,"13,299.80","13,742.76","13,875.94","13,221.60",,-3.22%,FTSE China A50
2/18/2018,"13,742.76","13,353.50","13,796.81","13,353.50",,2.92%,FTSE China A50
2/11/2018,"13,353.50","12,951.00","13,425.85","12,840.45",,3.11%,FTSE China A50
2/4/2018,"12,951.00","14,574.01","14,650.01","12,548.08",,-11.14%,FTSE China A50
1/28/2018,"14,574.01","14,774.37","14,851.07","14,191.90",,-1.36%,FTSE China A50
1/21/2018,"14,774.37","14,476.75","14,939.48","14,416.61",,2.06%,FTSE China A50
1/14/2018,"14,476.75","14,041.02","14,632.28","14,041.02",,3.10%,FTSE China A50
1/7/2018,"14,041.02","13,565.95","14,046.98","13,526.17",,3.50%,FTSE China A50
12/31/2017,"13,565.95","13,195.72","13,618.34","13,195.72",,2.81%,FTSE China A50
12/24/2017,"13,195.72","13,295.26","13,467.51","13,044.90",,-0.75%,FTSE China A50
12/17/2017,"13,295.26","12,908.70","13,401.73","12,908.70",,2.99%,FTSE China A50
12/10/2017,"12,908.70","13,065.67","13,282.29","12,890.87",,-1.20%,FTSE China A50
12/3/2017,"13,065.39","12,988.52","13,342.47","12,884.49",,0.59%,FTSE China A50
11/26/2017,"12,988.52","13,472.32","13,472.32","12,962.69",,-3.59%,FTSE China A50
11/19/2017,"13,472.32","13,418.55","13,992.10","13,244.81",,0.40%,FTSE China A50
11/12/2017,"13,418.55","13,120.42","13,428.31","12,998.43",,2.27%,FTSE China A50
11/5/2017,"13,120.42","12,800.87","13,137.82","12,712.40",,2.50%,FTSE China A50
10/29/2017,"12,800.87","12,804.75","12,913.48","12,676.21",,-0.03%,FTSE China A50
10/22/2017,"12,804.75","12,397.84","12,817.17","12,349.67",,3.28%,FTSE China A50
10/15/2017,"12,397.84","12,277.63","12,488.53","12,275.41",,0.98%,FTSE China A50
10/8/2017,"12,277.63","11,962.60","12,304.75","11,962.60",,2.63%,FTSE China A50
10/1/2017,"11,962.60","11,962.60","11,962.60","11,962.60",,0.00%,FTSE China A50
9/24/2017,"11,962.60","12,002.73","12,014.81","11,885.35",,-0.33%,FTSE China A50
9/17/2017,"12,002.73","11,918.09","12,041.06","11,898.14",,0.71%,FTSE China A50
9/10/2017,"11,918.09","12,007.03","12,116.30","11,879.26",,-0.74%,FTSE China A50
9/3/2017,"12,007.03","12,071.39","12,223.55","11,977.84",,-0.53%,FTSE China A50
8/27/2017,"12,071.39","12,088.02","12,330.78","12,016.96",,-0.14%,FTSE China A50
8/20/2017,"12,088.02","11,646.10","12,092.49","11,631.89",,3.79%,FTSE China A50
8/13/2017,"11,646.10","11,465.40","11,704.17","11,456.18",,1.58%,FTSE China A50
8/6/2017,"11,465.40","11,728.36","11,802.97","11,435.68",,-2.24%,FTSE China A50
7/30/2017,"11,728.36","11,821.24","12,037.23","11,725.14",,-0.79%,FTSE China A50
7/23/2017,"11,821.24","11,808.53","11,966.59","11,695.20",,0.11%,FTSE China A50
7/16/2017,"11,808.53","11,738.04","11,919.20","11,603.24",,0.60%,FTSE China A50
7/9/2017,"11,738.04","11,362.53","11,740.34","11,320.35",,3.28%,FTSE China A50
7/2/2017,"11,364.95","11,460.25","11,471.65","11,219.72",,-0.83%,FTSE China A50
6/25/2017,"11,460.25","11,362.71","11,512.15","11,362.71",,0.86%,FTSE China A50
6/18/2017,"11,362.71","10,975.45","11,420.58","10,967.37",,3.53%,FTSE China A50
6/11/2017,"10,975.45","11,303.03","11,427.47","10,954.62",,-2.90%,FTSE China A50
6/4/2017,"11,303.03","11,047.97","11,387.92","10,895.04",,2.31%,FTSE China A50
5/28/2017,"11,047.97","10,992.12","11,148.02","10,948.66",,0.51%,FTSE China A50
5/21/2017,"10,992.12","10,496.74","11,050.58","10,479.82",,4.72%,FTSE China A50
5/14/2017,"10,496.74","10,549.52","10,633.02","10,417.37",,-0.50%,FTSE China A50
5/7/2017,"10,549.52","10,269.78","10,553.19","10,174.79",,2.72%,FTSE China A50
4/30/2017,"10,269.78","10,390.58","10,395.09","10,183.23",,-1.16%,FTSE China A50
4/23/2017,"10,390.58","10,380.30","10,458.39","10,263.45",,0.10%,FTSE China A50
4/16/2017,"10,380.30","10,366.47","10,391.87","10,216.21",,0.13%,FTSE China A50
4/9/2017,"10,366.47","10,516.06","10,527.54","10,323.26",,-1.42%,FTSE China A50
4/2/2017,"10,516.06","10,407.13","10,548.58","10,406.09",,1.05%,FTSE China A50
3/26/2017,"10,407.13","10,433.36","10,506.42","10,292.28",,-0.25%,FTSE China A50
3/19/2017,"10,433.36","10,346.30","10,469.90","10,272.21",,0.84%,FTSE China A50
3/12/2017,"10,346.30","10,326.07","10,494.05","10,286.85",,0.20%,FTSE China A50
3/5/2017,"10,326.07","10,348.62","10,423.07","10,294.68",,-0.22%,FTSE China A50
2/26/2017,"10,348.62","10,528.76","10,529.12","10,311.44",,-1.71%,FTSE China A50
2/19/2017,"10,528.76","10,414.30","10,640.71","10,413.28",,1.10%,FTSE China A50
2/12/2017,"10,414.30","10,383.54","10,525.72","10,383.54",,0.30%,FTSE China A50
2/5/2017,"10,383.54","10,253.79","10,409.09","10,186.30",,1.27%,FTSE China A50
1/29/2017,"10,253.79","10,361.64","10,384.75","10,249.07",,-0.75%,FTSE China A50
1/22/2017,"10,331.03","10,273.21","10,333.09","10,247.84",,0.56%,FTSE China A50
1/15/2017,"10,273.21","10,102.11","10,285.10","10,011.03",,1.69%,FTSE China A50
1/8/2017,"10,102.11","10,083.43","10,138.38","10,033.48",,0.19%,FTSE China A50
1/1/2017,"10,083.43","13,195.72","13,195.72","9,970.30",,1.13%,FTSE China A50
12/25/2016,"9,970.30","9,929.06","10,015.82","9,815.17",,0.42%,FTSE China A50
12/18/2016,"9,929.06","10,075.19","10,075.38","9,878.43",,-1.45%,FTSE China A50
12/11/2016,"10,075.19","10,551.92","10,614.56","10,049.50",,-4.52%,FTSE China A50
12/4/2016,"10,551.92","10,532.65","10,597.38","10,305.13",,0.18%,FTSE China A50
11/27/2016,"10,532.65","10,459.04","10,705.12","10,459.04",,0.70%,FTSE China A50
11/20/2016,"10,459.04","10,046.60","10,461.82","10,037.76",,4.11%,FTSE China A50
11/13/2016,"10,046.60","10,058.52","10,176.12","10,006.28",,-0.12%,FTSE China A50
11/6/2016,"10,058.52","9,920.65","10,087.65","9,809.52",,1.39%,FTSE China A50
10/30/2016,"9,920.65","9,870.69","9,982.00","9,793.89",,0.51%,FTSE China A50
10/23/2016,"9,870.69","9,830.77","10,000.62","9,810.15",,0.41%,FTSE China A50
10/16/2016,"9,830.77","9,703.09","9,849.16","9,615.51",,1.32%,FTSE China A50
10/9/2016,"9,703.09","9,598.73","9,723.91","9,598.73",,1.09%,FTSE China A50
10/2/2016,"9,598.73","9,598.73","9,598.73","9,598.73",,0.20%,FTSE China A50
9/25/2016,"9,579.52","9,659.31","9,659.31","9,514.99",,-0.83%,FTSE China A50
9/18/2016,"9,659.31","9,557.45","9,724.45","9,556.40",,1.07%,FTSE China A50
9/11/2016,"9,557.45","9,811.74","9,811.74","9,542.39",,-2.59%,FTSE China A50
9/4/2016,"9,811.74","9,804.58","9,885.60","9,778.13",,0.07%,FTSE China A50
8/28/2016,"9,804.58","9,743.45","9,832.67","9,682.37",,0.63%,FTSE China A50
8/21/2016,"9,743.45","9,863.87","9,911.06","9,685.45",,-1.22%,FTSE China A50
8/14/2016,"9,863.87","9,763.97","10,123.12","9,763.97",,1.02%,FTSE China A50
8/7/2016,"9,763.97","9,434.57","9,764.24","9,384.94",,3.49%,FTSE China A50
7/31/2016,"9,434.57","9,457.03","9,480.97","9,357.77",,-0.24%,FTSE China A50
7/24/2016,"9,457.03","9,450.34","9,555.95","9,321.99",,0.07%,FTSE China A50
7/17/2016,"9,450.34","9,594.54","9,667.84","9,437.46",,-1.50%,FTSE China A50
7/10/2016,"9,594.54","9,400.07","9,616.03","9,393.27",,2.07%,FTSE China A50
7/3/2016,"9,400.07","9,343.52","9,518.88","9,315.39",,0.61%,FTSE China A50
6/26/2016,"9,343.52","9,127.61","9,370.17","9,106.55",,2.37%,FTSE China A50
6/19/2016,"9,127.61","9,234.24","9,356.80","9,026.43",,-1.15%,FTSE China A50
6/12/2016,"9,234.24","9,573.97","9,573.97","9,234.24",,-3.55%,FTSE China A50
6/5/2016,"9,573.97","9,655.50","9,656.03","9,540.81",,-0.84%,FTSE China A50
5/29/2016,"9,655.50","9,348.53","9,694.41","9,318.03",,3.28%,FTSE China A50
5/22/2016,"9,348.53","9,374.01","9,421.58","9,293.72",,-0.27%,FTSE China A50
5/15/2016,"9,374.01","9,348.82","9,382.56","9,259.95",,0.27%,FTSE China A50
5/8/2016,"9,348.82","9,448.79","9,448.79","9,257.14",,-1.06%,FTSE China A50
5/1/2016,"9,448.79","9,569.56","9,698.56","9,447.37",,-1.26%,FTSE China A50
4/24/2016,"9,569.56","9,652.27","9,677.58","9,540.54",,-0.86%,FTSE China A50
4/17/2016,"9,652.27","9,722.73","9,722.73","9,370.63",,-0.72%,FTSE China A50
4/10/2016,"9,722.73","9,485.94","9,777.75","9,485.94",,2.50%,FTSE China A50
4/3/2016,"9,485.94","9,658.04","9,733.41","9,448.66",,-1.78%,FTSE China A50
3/27/2016,"9,658.04","9,581.59","9,671.25","9,393.03",,0.80%,FTSE China A50
3/20/2016,"9,581.59","9,531.39","9,823.16","9,530.15",,0.53%,FTSE China A50
3/13/2016,"9,531.39","9,236.49","9,624.56","9,191.87",,3.19%,FTSE China A50
3/6/2016,"9,236.49","9,434.82","9,481.65","9,107.15",,-2.10%,FTSE China A50
2/28/2016,"9,434.82","8,821.18","9,458.43","8,550.67",,6.96%,FTSE China A50
2/21/2016,"8,821.18","8,998.68","9,237.47","8,697.40",,-1.97%,FTSE China A50
2/14/2016,"8,998.68","8,851.03","9,123.90","8,628.05",,1.67%,FTSE China A50
2/7/2016,"8,851.03","8,851.03","8,851.03","8,851.03",,-0.25%,FTSE China A50
1/31/2016,"8,872.83","8,887.48","8,911.68","8,655.96",,-0.16%,FTSE China A50
1/24/2016,"8,887.48","9,254.13","9,302.21","8,586.86",,-3.96%,FTSE China A50
1/17/2016,"9,254.13","9,314.24","9,574.18","9,106.72",,-0.65%,FTSE China A50
1/10/2016,"9,314.24","9,906.67","9,906.67","9,250.05",,-5.98%,FTSE China A50
1/3/2016,"9,906.67","10,711.64","10,711.64","9,648.70",,-7.51%,FTSE China A50
12/27/2015,"10,711.64","10,998.66","11,042.15","10,646.30",,-2.61%,FTSE China A50
12/20/2015,"10,998.66","10,719.77","11,234.12","10,675.50",,2.60%,FTSE China A50
12/13/2015,"10,719.77","10,304.99","10,907.53","10,191.45",,4.03%,FTSE China A50
12/6/2015,"10,304.99","10,514.53","10,566.71","10,218.17",,-1.99%,FTSE China A50
11/29/2015,"10,514.53","10,124.90","10,852.12","9,914.07",,3.85%,FTSE China A50
11/22/2015,"10,124.90","10,688.16","10,776.75","10,063.75",,-5.27%,FTSE China A50
11/15/2015,"10,688.16","10,614.73","10,907.03","10,455.46",,0.69%,FTSE China A50
11/8/2015,"10,614.73","10,850.50","11,281.93","10,601.97",,-2.17%,FTSE China A50
11/1/2015,"10,850.50","10,048.23","10,910.29","9,855.40",,7.98%,FTSE China A50
10/25/2015,"10,048.23","10,174.34","10,333.67","9,975.72",,-1.24%,FTSE China A50
10/18/2015,"10,174.34","10,072.61","10,300.34","9,874.31",,1.01%,FTSE China A50
10/11/2015,"10,072.61","9,646.10","10,102.59","9,645.73",,4.42%,FTSE China A50
10/4/2015,"9,646.10","9,329.07","9,703.09","9,329.07",,4.37%,FTSE China A50
9/27/2015,"9,242.57","9,477.70","9,478.27","9,182.81",,-2.48%,FTSE China A50
9/20/2015,"9,477.70","9,570.67","9,837.22","9,350.94",,-0.97%,FTSE China A50
9/13/2015,"9,570.67","9,762.84","10,038.00","9,458.09",,-1.97%,FTSE China A50
9/6/2015,"9,762.84","10,025.07","10,025.75","9,343.48",,-2.62%,FTSE China A50
8/30/2015,"10,025.07","9,648.59","10,040.58","9,268.64",,3.90%,FTSE China A50
8/23/2015,"9,648.59","10,064.74","10,064.74","8,451.14",,-4.13%,FTSE China A50
8/16/2015,"10,064.74","11,369.13","11,369.13","10,035.17",,-11.47%,FTSE China A50
8/9/2015,"11,369.13","11,063.25","11,553.97","11,063.25",,2.76%,FTSE China A50
8/2/2015,"11,063.25","10,911.36","11,223.55","10,742.47",,1.39%,FTSE China A50
7/26/2015,"10,911.36","12,029.49","12,029.49","10,659.18",,-9.29%,FTSE China A50
7/19/2015,"12,029.49","12,335.26","12,368.45","11,961.81",,-2.48%,FTSE China A50
7/12/2015,"12,335.26","12,791.10","12,990.89","11,825.44",,-3.56%,FTSE China A50
7/5/2015,"12,791.10","11,475.58","13,251.75","11,067.98",,11.46%,FTSE China A50
6/28/2015,"11,475.58","12,069.46","12,740.29","11,203.67",,-4.92%,FTSE China A50
6/21/2015,"12,069.46","12,612.80","13,476.51","11,787.32",,-4.31%,FTSE China A50
6/14/2015,"12,612.80","14,452.95","14,501.20","12,600.91",,-12.73%,FTSE China A50
6/7/2015,"14,452.95","14,357.81","15,146.91","14,308.03",,0.66%,FTSE China A50
5/31/2015,"14,357.81","13,444.67","14,566.24","13,327.36",,6.79%,FTSE China A50
5/24/2015,"13,444.67","14,071.91","14,704.34","13,140.02",,-4.46%,FTSE China A50
5/17/2015,"14,071.91","13,270.45","14,075.95","12,985.91",,6.04%,FTSE China A50
5/10/2015,"13,270.45","13,500.15","13,894.98","13,189.02",,-1.70%,FTSE China A50
5/3/2015,"13,500.15","14,158.26","14,295.31","13,178.61",,-4.65%,FTSE China A50
4/26/2015,"14,158.26","13,888.64","14,767.19","13,888.64",,1.94%,FTSE China A50
4/19/2015,"13,888.64","14,074.23","14,327.25","13,562.29",,-1.32%,FTSE China A50
4/12/2015,"14,074.23","12,901.09","14,213.90","12,901.09",,9.09%,FTSE China A50
4/5/2015,"12,901.09","12,184.44","13,050.94","12,184.44",,5.88%,FTSE China A50
3/29/2015,"12,184.44","11,679.44","12,461.82","11,673.60",,4.32%,FTSE China A50
3/22/2015,"11,679.44","11,646.16","11,875.75","11,398.19",,0.29%,FTSE China A50
3/15/2015,"11,646.16","10,876.81","11,781.27","10,835.15",,7.07%,FTSE China A50
3/8/2015,"10,876.81","10,321.95","11,062.02","10,114.15",,5.38%,FTSE China A50
3/1/2015,"10,321.95","10,875.82","10,972.03","10,231.00",,-5.09%,FTSE China A50
2/22/2015,"10,875.82","10,768.42","10,979.61","10,489.37",,1.83%,FTSE China A50
2/15/2015,"10,680.78","10,684.78","10,709.43","10,608.06",,-0.04%,FTSE China A50
2/8/2015,"10,684.78","10,257.36","10,841.38","10,187.91",,4.17%,FTSE China A50
2/1/2015,"10,257.36","10,622.76","10,855.06","10,161.85",,-3.44%,FTSE China A50
1/25/2015,"10,622.76","11,334.26","11,334.26","10,590.66",,-6.28%,FTSE China A50
1/18/2015,"11,334.26","11,756.48","11,756.48","10,433.08",,-3.59%,FTSE China A50
